ProductionVolume;ProductionCost;SupplierQuality;DeliveryDelay;DefectRate;QualityScore;MaintenanceHours;DowntimePercentage;InventoryTurnover;StockoutRate;WorkerProductivity;SafetyIncidents;EnergyConsumption;EnergyEfficiency;AdditiveProcessTime;AdditiveMaterialCost;DefectStatus
554;5.836.112.803.811.620;9.217.143.186.347.940;1;4.113.184.286.184.240;7.343.854.594.214.600;9;0.020123057984445802;4.698.724.080.160.780;0.005428342975658707;9.179.574.421.581.180;6;4.251.929.707.588.750;0.37287162369033156;592.076.584.516.259;243.573.161.295.013;1
840;14.147.191.423.221.700;9.941.809.422.899.730;5;2.298.373.171.222.710;6.588.630.803.854.890;7;0.9869283457761674;8.418.114.864.085.670;0.07241814188334465;8.582.927.822.281.370;9;18.864.946.371.741.600;0.4905056690041122;5.312.357.049.555.710;22.754.666.929.822.300;1
697;8.612.057.241.097.590;8.747.211.319.068.110;0;13.501.123.539.516.200;65.736.744.489.451;3;24.809.296.719.441.800;36.088.885.428.405.400;0.011669733314297326;83.357.773.115.664;5;4.194.707.465.241.440;0.4133185187569458;9.037.631.723.635.660;4.358.598.080.112.590;0
744;10.802.108.630.778.100;9.362.921.225.034.340;2;3.915.438.981.995.670;6.670.977.624.558.410;12;35.265.453.026.103.300;6.251.326.275.459.270;0.0014402626348153258;93.694.704.110.246;0;481.280.831.501.242;0.16904004746043733;6.003.744.929.090.320;4.113.869.103.908.840;0
609;6.208.712.184.297.700;8.127.071.444.847.830;4;0.9090450566354652;61.822.900.864.552.800;6;2.425.140.974.698.190;79.892.495.522.812.300;0.09462891013893336;905.780.913.895.889;1;15.504.257.880.737.200;0.4153415716159906;2.235.905.582.851.600;2.600.416.138.307.720;1
282;720.744.876.642.418;8.792.494.693.632.810;2;2.816.453.183.339.490;9.608.616.754.611.640;6;0.8185799065043858;39.277.722.792.409.400;0.019287638236504992;9.829.916.553.762.500;6;4.914.791.539.164.110;0.3993348596904076;4.498.148.937.566.260;36.579.532.386.582.300;0
485;9.469.658.532.437.650;992.763.532.237.636;5;0.7874410273784979;8.163.072.931.309.340;15;4.649.914.088.307.880;9.393.626.366.046.170;0.08280612984454608;9.662.033.874.144.000;3;1.099.971.187.080.360;0.19304679779089026;65.896.243.484.732.600;25.777.819.291.791.200;1
673;6.346.392.508.402.350;9.077.961.748.900.240;4;2.103.880.348.210.040;8.799.837.650.855.340;4;16.433.256.555.272.200;8.931.983.226.652.820;0.09644705997571244;9.453.458.382.199.930;8;3.088.668.979.095.080;0.23013993235504637;14.134.042.635.020.600;32.852.553.532.649.300;1
830;1.866.239.397.029.470;8.575.759.006.669.680;4;3.204.845.595.528.760;931.243.403.707.323;16;394.107.840.697.252;4.009.425.693.870.740;0.0534121199568762;8.253.163.914.370.020;2;4.095.572.555.913.930;0.3840512959452308;8.961.841.876.578.510;4.964.861.178.500.470;0
504;5.090.705.647.759.670;8.240.541.926.257.210;4;3.002.519.936.692.450;9.166.164.025.332.800;9;4.457.066.672.988.060;991.710.453.892.635;0.05261181600475465;9.332.177.477.917.520;3;4.161.752.410.185.010;0.19535723762714344;16.100.410.664.165.800;31.422.978.689.422.900;1
345;12.257.903.282.964.600;9.407.056.680.363.060;3;23.209.493.805.709.900;9.530.422.494.915.360;3;17.322.468.884.433.300;735.336.875.292.013;0.03674172449834097;9.387.852.885.875.250;2;39.386.902.765.850.700;0.18327474760104773;12.753.201.506.173.600;4.954.298.931.322.020;0
841;6.848.711.871.988.270;9.289.712.086.859.450;3;24.307.159.728.745.200;9.869.018.490.099.800;22;4.226.558.906.650.520;4.288.800.299.363.200;0.04255948647753949;9.526.665.179.949.420;6;31.174.054.910.126.400;0.3813891088521325;10.181.401.669.019.800;39.887.964.250.589.700;1
690;9.615.186.342.169.220;874.787.742.720.755;4;15.204.629.900.784.400;7.756.282.458.967.750;13;35.538.684.158.339.800;7.448.299.642.444.540;0.04820753969533401;8.526.265.447.514.810;1;3.603.857.288.281.580;0.4522381971279055;7.153.700.424.695.690;1.482.889.161.052.550;1
760;18.890.893.397.273.900;9.901.882.703.731.660;0;2.551.471.647.908.460;9.801.341.866.673.560;4;4.521.404.183.310.030;7.329.986.163.226.330;0.015209440372062922;9.280.595.007.327.500;9;3.799.728.742.612.450;0.13000667304884803;5.103.280.785.004.010;4.183.864.674.401.380;0
749;7.425.418.299.109.800;80.444.056.259.757;4;4.789.646.850.743.750;8.893.159.793.371.260;1;12.565.535.086.148.800;6.849.548.997.874.630;0.03647367239403592;923.655.691.656.508;1;29.781.568.968.555.800;0.2783630941032451;19.253.592.480.619.000;16.451.425.658.792.600;0
570;19.487.484.795.774.900;8.607.447.703.263.650;1;4.327.038.130.027.050;6.282.672.761.232.310;13;4.656.388.030.691.370;7.693.568.888.627.790;0.08161084426094453;8.770.620.099.622.980;1;33.827.399.005.385.500;0.34287008813160313;870.587.670.390.005;31.293.144.335.464.500;1
925;8.086.915.654.841.320;9.842.138.972.599.160;4;11.535.479.108.435.400;8.727.132.484.849.380;23;0.3265323833496514;41.465.255.230.019.200;0.018239811958147247;9.327.013.960.737.610;3;4.385.472.213.830.290;0.37051071433282723;2.824.482.466.831.650;3.452.980.937.862.470;0
987;16.123.491.627.002.400;864.187.087.663.888;3;0.6340135429441442;8.746.866.638.419.390;17;39.683.564.265.282.400;9.831.883.884.716.270;0.07298532469541154;817.339.112.263.273;7;2.251.516.084.583.300;0.4984783649499316;39.369.174.307.396.200;45.689.218.208.774.400;1
522;13.200.158.973.459.600;850.450.566.771.034;3;4.700.859.407.224.830;9.623.442.255.170.100;23;21.783.251.035.081.600;8.863.166.058.201.260;0.06515866002681907;9.287.010.042.243.970;7;30.928.253.078.745.200;0.3730767841266883;25.994.932.646.344.900;1.841.696.841.028.450;0
164;18.267.180.913.951.300;9.068.440.819.862.490;1;28.703.738.744.633.600;7.491.728.529.880.360;10;0.8894498342648033;7.965.930.821.034.560;0.005729777528265912;9.212.031.168.425.330;7;10.339.188.841.020.300;0.3480616451988616;9.340.806.679.503.460;45.037.682.894.554.500;0
112;13.309.898.832.546.900;9.647.603.499.841.070;1;29.202.702.041.718.800;8.339.646.001.087.270;15;0.3970147755133979;2.210.439.948.825.990;0.002242886843768044;8.421.248.814.508.170;7;37.497.455.991.071.700;0.49589366092360077;7.822.601.048.548.320;47.379.751.038.332.000;0
312;13.018.388.287.344.600;8.206.293.521.756.720;2;4.013.230.980.679.350;604.875.020.404.697;17;19.477.375.694.946.900;6.723.082.986.004.990;0.035252846257834904;9.636.427.239.039.730;6;1.781.541.858.459.360;0.12426725615127353;7.515.580.569.798.450;13.579.494.050.382.700;0
341;7.931.870.005.525.990;9.886.041.419.291.470;0;19.161.003.824.209.600;7.328.300.968.725.340;15;19.466.196.086.326.000;76.518.719.051.390.400;0.06921702771318411;9.748.828.000.525.400;5;29.240.050.148.550.700;0.12977475846123931;13.959.642.706.551.300;45.411.404.720.480.800;1
592;7.493.440.430.774.880;9.590.145.762.362.320;0;26.685.840.597.620.000;62.489.749.046.351.200;20;11.497.869.215.349.200;8.832.798.616.863.060;0.03304179273606616;842.096.789.450.732;6;18.408.208.651.218.300;0.3242730105696337;570.431.533.815.429;2.036.720.194.430.980;0
312;18.747.337.266.732.700;8.362.500.511.103.100;0;4.858.983.109.160.310;8.087.491.891.059.580;3;10.775.769.917.642.100;956.925.697.431.154;0.06677333006004939;8.151.922.168.474.400;4;10.941.348.583.139.600;0.24346584573983635;6.179.071.930.702.660;13.240.037.975.285.500;0
792;9.917.572.982.750.510;9.424.015.922.396.320;5;3.524.669.091.195.830;9.269.790.602.027.810;0;19.975.714.902.340.800;932.682.479.953.402;0.06654581430279816;9.207.150.927.083.090;7;29.328.822.067.920.600;0.1386790054988224;4.442.687.560.744.140;4.834.297.423.673.290;0
437;1.058.123.382.444.340;8.769.917.445.275.110;3;11.918.526.439.810.300;6.825.770.768.516.270;13;20.505.694.160.257.800;5.248.359.459.861.500;0.08065546226242687;8.959.835.053.966.590;1;2.699.334.426.442.820;0.22257955843711624;38.958.062.526.788.200;2.568.813.948.998.360;0
272;16.397.354.876.425.800;8.804.589.356.152.630;0;10.995.203.659.295.800;8.109.764.182.231.110;11;2.211.823.995.815.960;9.172.009.503.791.620;0.009948561470384476;8.855.188.458.524.110;4;27.005.980.540.975.200;0.3697417949630576;8.667.485.741.969.080;34.919.340.205.478.700;0
771;1.008.235.223.634.210;9.566.580.184.877.730;2;14.191.914.124.985.200;6.816.034.546.043.060;23;434.379.693.363.884;20.059.904.737.189.600;0.05771288911874637;9.522.016.660.087.390;6;18.352.246.397.154.800;0.4522459854746521;12.071.493.221.907.800;3.211.492.479.181.260;0
263;19.280.936.699.585.000;9.925.569.615.961.460;2;3.950.202.534.893.220;6.482.753.871.384.960;9;30.562.725.321.137.800;4.811.801.692.062.290;0.00624971195733145;9.939.325.279.017.830;8;4.788.818.358.992.710;0.1377297906626217;6.628.193.634.493.600;18.527.276.986.393.200;0
564;16.068.916.534.982.000;8.253.311.745.694.380;0;18.291.965.172.827.700;804.398.716.773.737;18;0.10216583035762505;2.911.048.553.843.140;0.017594714027333782;8.955.327.438.752.390;9;1.014.028.607.242.770;0.31605802499364166;4.548.222.225.619.890;36.782.629.126.682.600;1
596;139.614.386.386.013;8.841.260.473.757.630;1;0.596249810037859;631.659.448.379.891;3;25.954.962.088.109.100;9.064.541.600.401.610;0.03255009028561425;801.231.015.754.955;0;4.566.181.799.989.350;0.21844622591856877;6.993.556.130.289.610;11.844.599.560.290.500;1
799;18.213.427.408.171.200;8.961.883.216.168.600;2;4.748.784.635.775.470;8.349.418.524.551.950;19;3.812.256.479.928.770;9.423.855.243.468.680;0.0707389240429466;9.192.534.269.076.750;8;3.947.607.692.557.920;0.3669304653175226;27.812.579.121.553.300;18.123.797.052.479.700;0
494;57.440.886.252.422.400;8.752.623.633.909.990;1;1.263.710.373.777.090;6.125.349.842.706.900;20;0.28207153322258594;40.480.673.452.017.800;0.09738779750040816;9.307.931.744.259.670;2;1.688.288.134.133.080;0.3197805977830027;31.479.341.916.581.900;4.778.655.003.735.770;1
802;8.855.940.382.838.130;872.637.824.743.245;3;0.5430118376663087;6.426.859.887.473.500;2;2.113.039.396.370.530;49.384.835.850.037.000;0.03425208143859106;9.656.036.611.990.650;0;28.887.679.452.142.100;0.47068440240887177;6.281.684.260.091.200;48.140.300.983.630.600;0
407;1.197.554.501.331.360;8.104.537.335.123.190;5;15.670.922.107.249.500;8.199.989.941.949.430;3;22.560.507.162.878.300;987.102.095.533.674;0.05211444854026842;8.398.813.962.192.230;6;495.540.032.603.309;0.11507355477995525;9.819.446.916.572.210;2.930.620.767.253.810;1
867;8.404.678.092.072.810;9.371.077.241.125.240;2;15.576.295.420.316.000;8.365.629.651.595.650;14;4.770.102.261.678.870;6.528.507.709.835.170;0.02590555954224354;9.048.655.267.037.860;2;3.574.792.947.937.220;0.28801490997605655;9.772.152.246.876.850;16.762.869.556.551.100;0
282;16.158.577.809.532.200;8.872.428.834.240.090;1;2.399.023.628.805.750;6.115.947.720.375.030;10;23.784.197.689.148.000;5.976.446.747.373.110;0.06754896206096148;889.426.300.077.873;7;150.950.689.527.467;0.1771038221402836;3.240.828.854.296.170;2.686.480.244.139.810;0
728;18.788.120.465.805.800;8.389.587.605.287.850;0;4.641.754.241.750.160;8.293.507.152.006.230;15;37.495.013.133.110.100;6.003.483.400.132.610;0.03665858679504465;9.328.880.922.325.260;1;28.305.689.554.257.200;0.31471268346569825;1.921.159.272.931.390;4.508.283.333.167.590;0
893;1.135.655.179.896.380;9.632.067.004.604.130;3;445.633.213.000.594;9.354.010.101.294.540;3;15.145.102.260.452.600;7.569.505.434.182.260;0.04815961734382776;8.127.886.127.406.320;3;28.728.123.862.912.400;0.44143173762673726;6.313.089.141.369.970;12.810.962.177.441.600;1
609;10.131.989.001.678.400;9.605.121.496.303.250;4;25.560.254.974.209.200;8.889.264.709.175.810;5;3.896.533.255.942.150;963.634.427.817.611;0.05678128758506288;9.768.025.863.399.040;1;4.209.053.331.532.430;0.4645266111144234;4.779.843.472.662.650;15.114.743.086.540.500;0
807;19.423.260.982.063.400;8.972.783.256.177.780;4;23.490.495.724.631.200;6.524.740.415.683.190;7;1.613.311.832.486.700;4.932.979.438.018.980;0.06862423299072766;9.022.314.808.476.550;3;46.646.517.313.046.200;0.2592926652868808;7.855.180.416.736.710;4.582.611.383.424.240;0
645;11.672.786.492.413.100;8.596.901.322.295.520;0;29.975.408.891.368.300;8.369.898.590.254.450;12;2.150.117.936.725.040;33.812.635.691.923.400;0.006005166128975326;975.409.088.993.998;0;13.289.661.731.549.300;0.42471220930633036;5.751.853.527.506.490;26.615.336.027.709.800;0
663;12.335.726.006.739.200;9.276.185.451.592.900;3;15.955.430.538.729.400;8.689.010.000.296.850;22;23.974.113.890.584.800;34.801.031.372.239.200;0.05549010937865937;8.680.474.263.726.270;9;22.561.491.478.113.200;0.21220322989020218;559.528.125.396.077;1.333.834.420.569.500;0
723;1.027.474.808.512.850;8.576.304.271.554.800;3;0.7348324638486328;6.148.924.807.009.160;19;4.631.814.847.090.050;21.628.723.046.792.500;0.0431164097814436;9.307.044.429.281.250;4;219.375.250.754.046;0.10252197852767227;6.818.138.813.987.370;15.568.363.086.959.200;0
863;18.643.227.095.182.000;8.472.015.860.647.420;3;472.650.861.277.043;9.421.390.674.734.490;3;0.26726773902433776;6.443.283.968.954.350;0.013376508647966712;9.913.450.298.618.820;2;4.984.192.499.676.070;0.4420956230091876;2.137.766.003.640.850;45.297.927.118.431.700;1
693;13.534.332.249.227.700;9.461.029.308.052.650;3;13.401.454.319.472.700;9.625.069.589.159.320;4;0.984335755054036;9.432.937.750.963.600;0.02080366683313617;988.675.838.141.956;8;3.236.908.466.765.590;0.14776489696264586;7.094.455.566.999.100;29.604.134.864.980.400;1
843;1.643.261.880.772.460;8.080.650.479.441.900;4;13.928.032.816.057.200;9.401.809.093.449.030;9;3.528.713.730.987.510;7.704.615.163.031.580;0.08838900911001375;9.888.205.509.542.430;3;4.519.325.984.479.930;0.10704444934517938;53.966.773.058.990.800;1.651.977.231.444.970;1
326;17.177.100.775.263.200;8.189.536.942.069.180;1;26.260.714.798.427.600;9.298.525.871.956.450;4;2.887.888.299.409.840;9.943.716.212.579.760;0.08717760091002369;8.085.893.681.033.860;5;27.041.313.977.792.900;0.24151906534717946;8.381.323.590.709.980;45.762.390.197.124.600;0
844;10.127.735.628.758.800;801.357.634.804.718;3;2.712.260.051.781.480;8.979.860.793.843.570;11;12.576.569.520.748.700;9.276.219.259.403.640;0.003333025442367488;8.806.032.001.949.040;8;3.890.892.601.635.740;0.251751995849983;22.483.615.033.433.600;4.381.115.556.715.020;0
832;115.054.149.698.057;8.305.886.372.950.850;1;0.5829539436533387;853.372.812.512.784;0;1.446.004.437.455.020;59.348.613.871.233.900;0.06894014912362523;8.121.562.514.895.530;1;21.463.425.692.165.800;0.130888068308909;3.706.723.442.047.630;10.920.934.031.532.100;0
535;17.727.076.616.093.900;813.798.001.742.092;3;11.657.963.244.828.600;8.714.508.019.953.000;23;18.365.474.280.433.900;5.892.395.044.729.580;0.05541873131373542;8.618.954.026.550.160;6;4.647.144.093.956.930;0.42567305859378846;9.552.217.366.139.710;33.239.604.309.978.800;1
521;10.448.830.275.137.100;9.991.604.735.559.830;2;22.016.966.835.233.300;9.225.581.173.339.930;9;22.517.347.466.516.400;7.026.857.838.628.540;0.09398158431472486;8.349.156.190.187.650;2;2.820.584.963.946.130;0.26223709208333335;5.977.655.913.610.190;19.773.466.015.228.300;0
653;1.690.902.700.177.770;8.577.619.939.908.170;5;3.576.788.120.797.420;8.649.993.833.445.210;4;409.013.661.626.389;28.874.847.792.184.800;0.09080057110224159;9.240.274.848.223.790;0;4.214.901.989.264.340;0.29596944550783777;936.370.899.778.591;31.325.432.479.222.500;1
120;19.114.884.838.616.500;8.298.536.025.338.490;2;15.278.830.557.437.100;7.310.907.826.728.280;18;0.06907738235981287;6.861.473.923.610.150;0.05795619128523621;9.561.492.302.530.790;8;20.232.675.333.702.500;0.2058501071811327;720.131.592.800.691;21.170.733.288.213.200;0
653;14.348.155.596.020.100;8.481.992.515.991.830;5;2.403.565.008.087.930;7.503.844.408.645.410;18;4.490.098.706.067.390;5.712.592.158.494.540;0.013895492131850363;9.026.693.930.526.800;8;37.744.173.676.875.100;0.30460270093863917;9.337.882.284.416.130;22.635.051.235.678.800;0
496;16.124.409.311.778.300;987.225.114.308.027;2;30.080.527.912.241.000;9.588.229.873.489.160;19;20.651.355.581.576.400;7.141.923.413.380.890;0.04598150236693002;9.590.946.146.595.760;3;2.620.633.617.600.140;0.40669255624693346;386.043.655.924.432;3.407.410.129.730.320;1
724;17.076.459.680.617.000;9.040.320.446.048.790;3;4.498.666.225.804.810;60.684.883.431.886.400;11;11.524.875.878.320.600;65.216.797.462.815.300;0.07251643669290057;8.025.626.593.212.460;8;1.125.757.691.898.180;0.4624730862002068;1.814.803.825.322.410;3.155.436.711.070.900;0
204;17.675.594.733.449.600;8.729.636.192.615.710;1;1.967.317.260.472.050;8.795.282.324.977.120;22;25.420.634.976.367.200;4.483.166.882.276.140;0.09517366350898715;9.640.952.729.318.390;6;2.652.033.015.036.250;0.48821184029405973;822.017.588.408.289;2.580.769.591.123.220;0
291;10.925.800.067.851.900;9.746.782.915.818.430;5;11.010.121.963.856.700;9.819.110.209.700.860;15;32.983.502.134.978.900;6.862.095.864.147.250;0.03638294057525826;8.356.720.449.377.610;3;32.000.865.670.216.800;0.2706895698405456;8.240.218.772.161.020;14.302.718.873.160.600;1
116;57.689.518.876.399.700;8.789.980.541.098.060;4;2.701.725.016.539.230;8.824.912.679.831.890;4;0.22376109596801752;4.928.114.822.957.430;0.0784671475953552;8.921.871.802.809.540;1;16.070.464.556.527.000;0.4960135435073837;6.569.441.151.780.820;4.877.695.594.318.460;1
219;11.028.144.068.551.000;8.670.017.139.915.390;0;3.860.247.207.578.270;9.975.647.952.927.120;16;3.578.886.758.330.410;3.556.969.125.182.540;0.06833407532817237;8.885.171.231.806.330;4;17.356.524.207.704.600;0.21798228468907255;621.613.182.845.649;1.698.422.201.880.200;1
492;15.106.343.446.761.300;8.414.565.045.099.470;5;0.9943689067373005;8.750.179.622.113.320;13;38.038.059.379.193.100;7.400.566.782.064.250;0.007829277714226214;9.746.311.058.329.690;7;2.859.451.193.292.620;0.10279037411402406;9.234.173.536.086.550;353.246.897.982.556;0
524;11.755.255.786.711.800;8.755.593.647.818.820;5;2.411.075.712.636.320;6.137.452.116.867.440;11;0.8309114216170965;4.450.776.744.148.640;0.0557976850286288;9.931.958.294.567.930;9;23.709.188.497.336.200;0.4070468175590539;25.884.862.031.937.700;1.330.979.050.816.250;0
228;16.234.447.262.905.900;8.633.368.712.033.850;4;0.5800331356811754;9.308.039.526.587.690;12;0.8394071418845145;911.219.823.892.829;0.018350883353938585;8.510.241.933.075.060;9;27.629.621.520.134.500;0.17137425941647946;6.548.841.742.336.900;3.753.251.330.182.470;1
229;10.354.736.442.029.900;9.354.607.918.596.280;3;0.6510163174126301;7.138.519.647.757.270;20;10.189.227.727.043.800;3.594.659.677.713.700;0.06835492921777646;8.134.826.345.186.400;5;2.843.307.957.290.890;0.12098193524954515;14.479.354.973.998.900;1.379.359.133.535.610;1
671;14.521.162.116.560.400;8.579.165.409.341.450;2;26.732.901.344.749.900;7.784.228.902.657.760;13;3.983.143.560.336.510;6.801.152.307.460.110;0.061008484694063926;9.301.043.564.909.690;4;15.603.041.748.110.200;0.4696035690390795;22.677.844.308.186.600;1.918.033.366.023.920;0
659;7.796.297.072.809.610;9.154.399.492.845.120;2;18.418.878.416.791.800;7.248.367.663.628.320;4;13.600.152.796.559.400;6.572.390.198.794.020;0.09730480916338331;9.005.681.173.506.410;3;1.724.778.301.080.450;0.4167243321987948;4.935.451.135.989.690;3.587.940.797.512.150;0
128;16.240.541.549.674.300;8.131.784.330.063.940;1;4.302.982.845.524.350;7.074.216.424.838.710;21;39.796.791.902.717.700;35.819.344.064.092.100;0.09353826651248096;9.131.410.283.821.380;5;4.392.661.573.917.970;0.14106592061530254;8.390.866.324.495.740;2.131.740.767.777.410;0
196;13.185.439.532.195.300;8.382.578.313.393.020;3;32.096.943.775.690.400;7.725.622.814.679.140;22;27.026.192.946.942.400;5.519.094.710.916.310;0.0009372833598881192;809.254.042.554;2;1.650.874.757.241.930;0.4107640609537333;7.598.194.216.750.530;3.131.403.260.591.690;0
109;8.060.965.828.199.000;8.814.810.543.222.690;4;25.426.983.278.434.500;7.515.005.793.762.690;4;38.358.566.508.590.400;7.404.310.172.342.350;0.008002943017169962;9.550.619.643.235.890;1;36.636.573.320.330.400;0.43759987897079855;976.657.951.941.395;1.498.021.573.349.630;0
341;9.378.667.602.467.100;9.873.898.507.817.390;3;23.357.091.697.443.300;8.533.354.327.370.350;17;2.768.365.208.398.050;45.482.176.359.197.900;0.07691343114295612;8.464.706.830.174.590;0;26.741.121.870.711.600;0.4621206660730285;14.036.378.362.290.900;18.096.021.570.648.100;1
925;16.229.130.628.727.400;875.450.397.143.139;3;27.376.046.608.530.300;9.252.604.803.950.040;13;16.788.444.960.589.500;291.064.525.925.972;0.0685643072976077;8.669.873.561.822.550;8;4.872.946.743.878.560;0.317477626986544;44.321.699.694.361.100;3.935.103.633.018.460;0
331;1.223.901.853.492.280;9.328.148.242.399.660;2;0.681974740456976;7.188.354.612.748.960;17;45.535.707.132.902.900;69.219.257.196.630.400;0.08009455985168915;8.456.707.425.098.740;0;126.441.744.755.295;0.3813648282112384;2.429.117.214.176.440;11.405.554.411.289.300;0
888;8.240.471.605.896.080;8.510.174.444.842.790;4;451.757.010.389.297;685.488.461.128.807;19;3.576.478.309.287.320;37.929.752.180.841.200;0.026681492266832363;9.891.889.121.184.100;3;4.321.555.464.123.040;0.4048957115844044;13.326.515.564.455.100;14.472.008.394.282.000;1
383;19.509.067.855.554.400;8.254.067.151.946.460;0;4.992.364.200.802.810;8.667.581.083.481.360;0;2.420.274.012.578.350;7.451.799.837.356.700;0.08493227687624766;833.744.363.308.117;5;2.965.796.924.410.480;0.3754555740624428;3.379.578.006.650.270;18.598.240.744.425.500;1
814;15.726.875.297.253.300;81.170.732.001.601;5;1.316.692.061.864.140;8.681.280.263.323.120;6;3.187.142.381.876.340;8.715.736.772.673.330;0.044241947198813594;9.464.638.008.036.330;8;10.214.094.834.567.500;0.3587334481222375;32.002.465.976.849.400;1.080.762.236.417.120;0
858;1.935.702.248.809.690;8.610.826.997.085.500;2;10.417.233.414.857.800;9.604.524.957.144.680;16;30.792.167.793.449.600;29.868.429.715.983.600;0.026190848467444173;8.491.494.587.877.070;3;2.054.640.875.758.210;0.31902370111115347;47.802.494.661.597.200;13.815.147.940.247.400;0
901;11.406.575.680.405.100;8.315.322.053.593.810;4;11.460.985.855.186.700;60.637.827.458.132.400;2;17.905.810.825.213.500;5.500.872.817.770.400;0.0010607747584892358;8.849.839.238.216.610;6;2.630.787.410.197.070;0.2916781816782278;22.607.308.711.053.300;21.255.659.105.449.100;0
875;12.126.505.110.375.800;8.348.020.896.032.240;1;34.746.217.620.546.500;941.216.264.846.604;9;2.118.858.733.897.600;5.559.378.154.790.420;0.08713640348195939;9.992.123.754.344.240;6;22.567.790.137.957.000;0.4984500078259323;5.397.108.213.035.050;13.716.698.063.325.600;1
825;18.469.328.242.775.200;95.215.186.167.739;5;3.476.483.773.028.480;8.084.008.691.793.420;6;15.912.838.881.656.000;7.060.287.349.234.350;0.05353438492401724;8.201.153.488.484.310;5;2.449.797.856.055.730;0.23502431216886258;9.280.884.945.828.170;44.644.777.201.194.600;0
299;1.287.574.010.368.070;8.031.676.141.889.740;5;4.315.658.730.252.840;8.485.208.356.688.390;11;4.997.590.657.077.260;4.675.263.430.380.540;0.09753820837519928;9.762.718.462.173.140;8;466.668.763.654.872;0.13530750817781945;7.733.700.384.384.830;12.642.951.620.446.100;0
178;15.609.183.678.585.000;911.562.025.147.087;2;38.832.187.479.181.300;6.365.485.762.245.650;21;29.003.222.699.219.400;5.348.553.244.710.240;0.07146813895672595;9.892.099.792.537.750;9;2.443.736.129.569.310;0.406014786001451;85.795.959.654.394;4.443.934.796.712.950;0
954;878.259.316.243.295;8.758.922.761.186.920;1;2.523.603.530.162.020;7.730.459.731.488.180;14;0.4602766054873114;2.095.929.952.226.040;0.008041714348977857;9.396.454.589.858.550;6;2.675.317.517.610.930;0.18552975114779768;82.425.573.398.938;42.914.403.442.410.600;1
955;11.700.897.030.539.600;9.013.099.999.817.090;2;32.578.491.270.439.300;6.909.209.628.954.090;22;2.595.535.918.508.170;29.794.072.894.660.700;0.058819118640214246;8.019.924.379.470.640;2;4.044.526.214.312.450;0.3130773438474823;4.506.637.027.965.700;14.030.463.782.535.400;0
272;6.851.747.987.155.320;9.125.660.474.429.200;3;35.972.810.166.560.300;7.016.900.120.330.030;20;0.24980982335919943;6.558.896.796.440.030;0.0017124539823347496;9.641.597.168.063.560;5;41.753.342.629.935.000;0.13832060664022827;7.380.649.326.680.510;11.007.652.570.876.400;0
566;8.089.700.538.154.420;8.626.735.388.914.550;4;28.073.141.162.835.100;801.638.045.870.411;15;14.432.602.415.648.200;37.271.664.023.602.200;0.05577818542129322;9.764.543.855.221.560;6;13.363.586.071.467.700;0.3477135443267163;7.788.306.154.806.970;11.999.680.595.812.500;0
680;50.141.512.290.144.600;8.590.217.720.368.570;1;2.640.429.430.032.360;924.982.380.161.245;7;22.298.055.798.809.100;31.566.151.183.710.000;0.03502016630990808;9.961.868.313.775.860;6;3.816.280.138.268.010;0.4776029615612889;28.508.329.512.931.200;3.361.512.258.295.020;0
515;5.588.975.774.729.900;9.466.803.698.669.810;5;34.029.385.053.919.300;8.975.123.720.579.420;5;26.713.524.330.095.500;45.953.021.437.133.000;0.06432958347187656;9.678.631.495.500.190;5;29.302.878.147.071.000;0.3890818850427832;874.236.129.957.796;3.681.414.497.954.290;1
548;1.965.925.734.765.390;9.742.553.976.242.310;2;30.086.354.703.904.400;8.363.999.836.343.810;3;4.880.906.998.641.270;3.308.285.559.464.980;0.05415742062462708;8.891.173.934.613.040;2;15.354.155.729.506.200;0.1858139112906454;5.119.726.586.700.370;3.482.613.564.984.920;0
186;8.635.305.427.051.430;8.385.163.264.917.050;5;33.977.403.740.115.900;8.157.672.771.013.860;10;49.111.086.190.207.600;24.769.794.918.248.200;0.02613503234144884;9.377.299.353.387.850;5;20.588.422.557.875.300;0.48845521811554427;11.472.376.555.844.500;3.165.907.407.967.590;1
200;1.494.966.064.256.000;8.195.237.521.070.290;1;32.578.464.828.351.300;770.922.417.293.796;16;0.490346849531772;4.270.865.993.153.400;0.0162350609105824;897.025.702.391.468;1;11.801.419.892.260.700;0.2228347724098193;6.790.456.977.524.650;16.987.363.625.179.500;1
107;17.586.495.481.994.100;9.795.591.612.784.050;5;3.736.384.522.311.440;9.890.839.894.245.540;1;2.690.663.363.814.440;3.314.867.530.924.400;0.04047114863417496;8.706.036.699.045.420;9;2.440.948.755.247.340;0.2746459945965418;7.090.867.827.261.680;43.638.155.785.410.800;1
944;13.259.906.888.548.400;8.699.790.927.294.790;2;33.926.157.895.229.400;8.240.770.216.936.930;5;408.554.697.596.057;839.516.593.867.869;0.09868363148496045;9.252.852.986.301.440;0;20.216.257.613.360.900;0.2992468081491203;59.658.606.700.915;23.102.197.454.409.900;0
299;7.297.167.501.259.340;9.102.634.781.325.620;2;28.388.411.889.677.000;7.015.865.593.248.880;3;11.885.641.012.637.700;2.501.255.735.445.300;0.04356986405492717;9.539.664.879.283.550;7;25.284.135.895.200.700;0.49628749734938915;2.911.737.707.624.400;49.447.127.844.515.400;0
